name,address,src_lat,src_lon,kakao_lat,kakao_lon,diff_km,status,detail
국립국악고등학교,서울특별시 강남구 개포로22길 65,37.4757379,127.0511061,37.4762397420077,127.051213825746,0.057,match,
서울대학교사범대학부설고등학교,서울특별시 성북구 월곡로 6,37.5968694,127.0379052,37.5947007712696,127.038143027214,0.242,match,
국립전통예술고등학교,서울특별시 금천구 시흥대로38길 62,37.4460087,126.906605,37.4463710473917,126.906462134788,0.042,match,
가락고등학교,서울특별시 송파구 송이로 42,37.4875701,127.132157,37.5010563298142,127.116425801136,2.043,mismatch,
강동고등학교,서울특별시 강동구 구천면로 572,37.5469479,127.1339475,37.5499166487971,127.160668324892,2.379,mismatch,
강서고등학교,서울특별시 양천구 목동중앙남로 27,37.536826,126.866562,37.5363155693554,126.865771125825,0.09,match,
개포고등학교,서울특별시 강남구 개포로 402,37.484974,127.0592235,37.4850425995284,127.059305485497,0.011,match,
건국대학교사범대학부속고등학교,서울특별시 광진구 능동로 120,37.5437621,127.0764869,37.539182674872,127.074711902268,0.533,minor,
경기고등학교,서울특별시 강남구 영동대로 643,37.5165287,127.0561144,37.517564539911,127.056075505663,0.115,match,
경기여자고등학교,서울특별시 강남구 삼성로 29,37.487175,127.065613,37.4869545236322,127.06612364407,0.051,match,
경동고등학교,서울특별시 성북구 보문로29길 49,37.5867727,127.0136032,37.5859418116443,127.01457927632,0.126,match,
경문고등학교,서울특별시 동작구 동작대로 171,37.4924766,126.9816861,37.4934188575707,126.982273400501,0.117,match,
경복고등학교,서울특별시 종로구 자하문로28가길 9,37.5868704,126.9715432,37.585945671102,126.971510913077,0.103,match,
경복여자고등학교,서울특별시 강서구 화곡로63길 40,37.5583049,126.8511926,37.5578218303652,126.850595718037,0.075,match,
경성고등학교,서울특별시 마포구 성미산로 111,37.5628071,126.9265085,37.563510635781,126.919166278819,0.652,minor,
경신고등학교,서울특별시 종로구 혜화로 74,37.5895885,126.9990155,37.5922022663657,126.999531005507,0.294,match,
경인고등학교,서울특별시 구로구 경인로46길 31,37.4962728,126.8650793,37.4959926823743,126.86542887783,0.044,match,
경희고등학교,서울특별시 동대문구 경희대로 26,37.5971213,127.0519867,37.5939491407769,127.054890960564,0.436,minor,
경희여자고등학교,서울특별시 동대문구 경희대로 26,37.5971213,127.0519867,37.5939491407769,127.054890960564,0.436,minor,
계성고등학교,서울특별시 성북구 길음로 63,37.6075246,127.0203671,37.6075324963563,127.020335456853,0.003,match,
고려대학교사범대학부속고등학교,서울특별시 성북구 정릉로 161,37.6095901,127.0013146,37.6080476933587,127.002616144531,0.206,match,
고척고등학교,서울특별시 구로구 중앙로15길 162,37.506587,126.8557272,37.5080493827144,126.849869103403,0.542,minor,
공항고등학교,서울특별시 강서구 방화대로34길 43,37.5699567,126.8189161,37.5704610944881,126.81851983357,0.066,match,
관악고등학교,서울특별시 영등포구 영등포로6길 26,37.5219571,126.8840827,37.5217916605406,126.88292354628,0.104,match,
광남고등학교,서울 광진구 아차산로70길 17-16,37.5410509,127.1004668,37.541514723184,127.101213923003,0.084,match,
광문고등학교,서울특별시 강동구 동남로 968,37.5432983,127.1544955,37.5604616297792,127.158546528744,1.942,mismatch,
광성고등학교,서울특별시 마포구 신수로8길 20,37.5485862,126.9368279,37.5486975552073,126.935969575594,0.077,match,
광신고등학교,서울특별시 관악구 광신길 141,37.4642078,126.924728,37.4644762024804,126.925940565455,0.111,match,
광양고등학교,서울특별시 광진구 자양로3가길 31,37.5291784,127.0846142,37.529378916523,127.085182284683,0.055,match,
광영고등학교,서울특별시 양천구 남부순환로30길 17,37.5387359,126.8251642,37.5371981027922,126.823275879439,0.239,match,
광영여자고등학교,서울특별시 양천구 남부순환로30길 17,37.5387359,126.8251642,37.5371981027922,126.823275879439,0.239,match,
구로고등학교,서울특별시 구로구 가마산로27길 45,37.4987021,126.8907155,37.4988400846064,126.890309191986,0.039,match,
구일고등학교,서울특별시 구로구 구일로 90-51,37.493954,126.8739432,37.4935052933826,126.874618469825,0.078,match,
압구정고등학교,서울특별시 강남구 압구정로39길 20,37.5310592,127.0322974,37.5311339475008,127.032711640733,0.037,match,
금옥여자고등학교,서울특별시 양천구 신정로 213,37.5115553,126.8538609,37.5109653172242,126.843971681779,0.875,minor,
금천고등학교,서울특별시 금천구 시흥대로38길 26,37.4447895,126.9056719,37.4448950223082,126.904901769267,0.069,match,
남강고등학교,서울특별시 관악구 난곡로34길 80,37.4724219,126.924604,37.4713756726623,126.924909105757,0.119,match,
노원고등학교,서울특별시 노원구 노원로 586,37.6249131,127.0862232,37.6618031933787,127.054019473757,4.987,mismatch,
단국대학교사범대학부속고등학교,서울특별시 강남구 도곡로64길 21,37.4955653,127.0576741,37.4956174948977,127.057768228297,0.01,match,
당곡고등학교,서울특별시 관악구 봉천로21길 108,37.4897021,126.9342798,37.4917603442825,126.934246405052,0.229,match,
대광고등학교,서울특별시 동대문구 안암로 6,37.5776731,127.0244014,37.5779549391135,127.025328234604,0.087,match,
대성고등학교,서울특별시 은평구 갈현로29길 51-24,37.6191646,126.9146135,37.6231422778381,126.909790703133,0.613,minor,
대신고등학교,서울특별시 종로구 사직로 9,37.5756645,126.9706482,37.573123769216,126.96125454884,0.875,minor,
대영고등학교,서울특별시 영등포구 도림로86길 16,37.5036677,126.9051767,37.5036530645899,126.905518076656,0.03,match,
대원고등학교,서울특별시 광진구 용마산로22길 26,37.5638447,127.0894276,37.5624502219725,127.089376716312,0.155,match,
대원여자고등학교,서울특별시 광진구 용마산로22길 26,37.5638447,127.0894276,37.5624502219725,127.089376716312,0.155,match,
대일고등학교,서울특별시 강서구 등촌로35길 90,37.5396704,126.8630226,37.5395861200876,126.862569926977,0.041,match,
대진고등학교,서울특별시 노원구 공릉로62가길 47,37.6375975,127.0751285,37.6378068538477,127.076090022542,0.088,match,
대진여자고등학교,서울특별시 노원구 공릉로 438,37.6357269,127.0706279,37.6461248249441,127.06719658578,1.195,mismatch,
대진디자인고등학교,서울특별시 강남구 광평로39길 93,37.489195,127.0987535,37.4904281491372,127.095979339516,0.281,match,
덕성여자고등학교,서울특별시 종로구 율곡로3길 50,37.577991,126.9829716,37.5777608153459,126.983558137257,0.058,match,
덕원여자고등학교,서울특별시 강서구 강서로45길 91-44,37.5494379,126.828448,37.5486225773288,126.829024518952,0.104,match,
독산고등학교,서울특별시 금천구 문성로 64,37.4760972,126.9108025,37.4762187185354,126.910939635513,0.018,match,
동국대학교사범대학부속고등학교,서울특별시 동대문구 장안벚꽃로 201,37.5855936,127.0716082,37.5780471818476,127.075133018965,0.895,minor,
동덕여자고등학교,서울특별시 서초구 효령로2길 123-5,37.4761812,126.9875166,37.4758460567445,126.992615816174,0.452,minor,
동명여자고등학교,서울특별시 은평구 통일로 793,37.6050498,126.9347481,37.6144187859471,126.92282044301,1.48,mismatch,
동북고등학교,서울특별시 강동구 강동대로 305,37.521715,127.1334801,37.5202406144077,127.139450654266,0.551,minor,
동성고등학교,서울특별시 종로구 대학로 156,37.5850668,127.003081,37.5849699592551,127.003097645534,0.011,match,
동일여자고등학교,서울특별시 금천구 탑골로10길 45,37.4519957,126.9166882,37.4519206711218,126.915824008297,0.077,match,
서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,37.4519957,126.9166882,37.4519206711218,126.915824008297,0.077,match,
동작고등학교,서울특별시 동작구 솔밭로 51,37.4820915,126.9651576,37.4826019423842,126.965086250636,0.057,match,
둔촌고등학교,서울특별시 강동구 명일로 140,37.5312042,127.1441557,37.531432583881,127.143808707936,0.04,match,
마포고등학교,서울특별시 강서구 화곡로 403,37.5593774,126.853168,37.5600277060889,126.85286487714,0.077,match,
면목고등학교,서울특별시 중랑구 용마산로72길 36-14,37.5843416,127.0965972,37.5846634085871,127.097270640409,0.069,match,
명덕고등학교,서울특별시 강서구 강서로47길 34-10,37.5538932,126.8354905,37.5538694849081,126.8339773378,0.133,match,
명덕여자고등학교,서울특별시 강서구 강서로47길 34-10,37.5538932,126.8354905,37.5538694849081,126.8339773378,0.133,match,
동국대학교사범대학부속가람고등학교,서울특별시 광진구 광나루로36길 47,37.543256,127.0862807,37.5419210650592,127.086977917618,0.161,match,
명일여자고등학교,서울특별시 강동구 명일로 350,37.5498681,127.151011,37.5497763325665,127.149581506712,0.126,match,
명지고등학교,서울특별시 서대문구 명지2길 56,37.5833806,126.9271848,37.5849113531243,126.927090249447,0.17,match,
무학여자고등학교,서울특별시 성동구 고산자로 197,37.5475182,127.0365547,37.5576263308862,127.033880902274,1.148,mismatch,
서울문영여자고등학교,서울특별시 관악구 관악로 85,37.4738209,126.9512214,37.4729045674501,126.950918062755,0.105,match,
문일고등학교,서울특별시 금천구 시흥대로47길 45,37.4492245,126.8991742,37.4489152569278,126.898720653088,0.053,match,
미림여자고등학교,서울특별시 관악구 호암로 546,37.4666114,126.9324851,37.4661018035835,126.931927855676,0.075,match,
반포고등학교,서울특별시 서초구 고무래로 71,37.5031991,127.0105906,37.5027027335348,127.016510661972,0.525,minor,
배명고등학교,서울특별시 송파구 삼학사로 11,37.4987937,127.0957363,37.4976894981876,127.095811765574,0.123,match,
배문고등학교,서울특별시 용산구 효창원로 258,37.5414226,126.9631615,37.5499187190496,126.963904100329,0.947,minor,
배재고등학교,서울특별시 강동구 고덕로 227,37.5561611,127.1510738,37.5550559824557,127.150160525237,0.147,match,
배화여자고등학교,서울특별시 종로구 필운대로1길 34,37.5785452,126.966875,37.5795440101952,126.967291871532,0.117,match,
보성고등학교,서울특별시 송파구 양재대로 1278,37.4951242,127.1072015,37.5200898870034,127.135729296295,3.747,mismatch,
보성여자고등학교,서울특별시 용산구 신흥로3가길 66,37.5415685,126.9844661,37.5430815444968,126.984284175086,0.169,match,
삼성고등학교,서울특별시 관악구 신림로 41,37.4709222,126.942112,37.469107701859,126.944010788599,0.262,match,
상계고등학교,서울특별시 노원구 노해로 432,37.6543272,127.0619101,37.652724684304,127.055453430868,0.596,minor,
상명대학교사범대학부속여자고등학교,서울특별시 종로구 홍지문2길 20,37.6029659,126.9550092,37.604108905882,126.955159496571,0.128,match,
상명고등학교,서울특별시 노원구 덕릉로 553,37.6711828,127.0823376,37.649540794927,127.067701313205,2.73,mismatch,
상문고등학교,서울특별시 서초구 명달로 45,37.4784336,127.0059992,37.4797554325594,127.003916819634,0.235,match,
서라벌고등학교,서울특별시 노원구 한글비석로5길 18,37.6448855,127.0756115,37.6452565325417,127.075840635297,0.046,match,
서문여자고등학교,서울특별시 서초구 동광로12길 84,37.490238,126.9865321,37.4889197255873,126.984545759343,0.228,match,
서울고등학교,서울특별시 서초구 효령로 197,37.4795759,126.9921622,37.4842930566875,127.004901860862,1.24,mismatch,
서울미술고등학교,서울특별시 관악구 남부순환로247길 26,37.4781786,126.9659466,37.4766963066016,126.966748525059,0.179,match,
서울세종고등학교,서울특별시 강남구 광평로51길 36,37.4900792,127.1014586,37.4903893469638,127.102796812957,0.123,match,
서울여자고등학교,서울특별시 마포구 백범로25길 34,37.5494467,126.9479259,37.5478000312208,126.94902525222,0.207,match,
서울체육고등학교,서울특별시 송파구 강동대로 232,37.527436,127.1201624,37.5223303821085,127.129822552593,1.024,mismatch,
석관고등학교,서울특별시 성북구 한천로70길 30,37.6096785,127.0667187,37.6095613532,127.066723339865,0.013,match,
선덕고등학교,서울특별시 도봉구 시루봉로 53,37.6639411,127.0272838,37.6562750160952,127.026703057445,0.854,minor,
선일여자고등학교,서울특별시 은평구 갈현로29길 27,37.6191646,126.9146135,37.6203042094228,126.911993073275,0.263,match,
선정고등학교,서울특별시 은평구 서오릉로20길 19,37.6162296,126.9091664,37.6187045126614,126.909031611714,0.275,match,
성남고등학교,서울특별시 동작구 대방동길 74,37.5054479,126.9262267,37.5052815748623,126.926615278225,0.039,match,
성동고등학교,서울특별시 중구 퇴계로90길 17,37.5640199,127.0227128,37.5641621970073,127.022389203196,0.033,match,
성보고등학교,서울특별시 관악구 남부순환로156길 39,37.4801739,126.9200321,37.4807283676946,126.920957326353,0.102,match,
성신여자고등학교,서울특별시 성북구 동소문로26가길 80,37.5951063,127.0220935,37.5942896306119,127.022407171613,0.095,match,
성심여자고등학교,서울특별시 용산구 원효로19길 49,37.5332134,126.9540989,37.534209370461,126.95459335968,0.119,match,
세화고등학교,서울특별시 서초구 신반포로 56-7,37.5077334,127.0103494,37.5019964569165,126.994230013893,1.558,mismatch,
세화여자고등학교,서울특별시 서초구 신반포로 56-7,37.5077334,127.0103494,37.5019964569165,126.994230013893,1.558,mismatch,
송곡고등학교,서울특별시 중랑구 양원역로 50,37.60543,127.1073164,37.6058454355439,127.106463734951,0.088,match,
송곡여자고등학교,서울특별시 중랑구 양원역로 67,37.6033016,127.1075172,37.6065806263938,127.10537791548,0.41,minor,
수도여자고등학교,서울특별시 동작구 여의대방로10길 73,37.4928154,126.915433,37.4928014552579,126.914907105304,0.046,match,
수락고등학교,서울특별시 노원구 동일로245길 143,37.6805216,127.0521904,37.6829077650293,127.053570991513,0.292,match,
숙명여자고등학교,서울특별시 강남구 남부순환로 2807,37.4955944,127.0666495,37.4914753613052,127.052612582715,1.32,mismatch,
숭문고등학교,서울특별시 마포구 숭문길 99,37.5466444,126.945338,37.5508909515504,126.945886852057,0.475,minor,
숭실고등학교,서울특별시 은평구 은평터널로7길 6,37.5921039,126.9043994,37.5932748232178,126.902403937432,0.219,match,
숭의여자고등학교,서울특별시 동작구 여의대방로36길 79,37.5077372,126.9287846,37.507364139341,126.92924328346,0.058,match,
신광여자고등학교,서울특별시 용산구 청파로 263,37.5338159,126.9666623,37.5428998795519,126.969447523164,1.04,mismatch,
신림고등학교,서울특별시 관악구 문성로 119,37.478729,126.9170674,37.4792104943499,126.916967177377,0.054,match,
신목고등학교,서울특별시 양천구 안양천로 739,37.5384903,126.886104,37.512909431854,126.873606945101,3.05,mismatch,
신일고등학교,서울특별시 강북구 솔매로49길 20,37.6283055,127.0261764,37.627967222367,127.028403050284,0.2,match,
양재고등학교,서울특별시 서초구 남부순환로346길 9,37.4833467,127.0314923,37.4824216431127,127.032079625373,0.115,match,
양정고등학교,서울특별시 양천구 안양천로 1039,37.5344508,126.887051,37.5353922607054,126.887734285049,0.121,match,
양천고등학교,서울특별시 양천구 신정로14길 13,37.5085736,126.8447935,37.5083201483795,126.845202874653,0.046,match,
목동고등학교,서울특별시 양천구 목동동로2길 68,37.5128615,126.8589283,37.5092159752312,126.86019842592,0.421,minor,
언남고등학교,서울 서초구 동산로13길 35,37.472583,127.042431,37.4723300184587,127.043005236379,0.058,match,
여의도고등학교,서울특별시 영등포구 국제금융로7길 37,37.5233762,126.9329253,37.525051010673,126.934219234109,0.218,match,
여의도여자고등학교,서울특별시 영등포구 국제금융로7가길 13,37.5225158,126.9342777,37.5229539211231,126.934857399184,0.071,match,
염광고등학교,서울특별시 노원구 월계로45가길 9,37.6298923,127.0509692,37.6302844506448,127.049264552091,0.156,match,
영동고등학교,서울특별시 강남구 선릉로 742,37.5074391,127.0463889,37.5213890143821,127.043739258782,1.569,mismatch,
영동일고등학교,서울특별시 송파구 석촌호수로 93,37.5071463,127.0933544,37.5099746522433,127.089443727735,0.467,minor,
영등포고등학교,서울특별시 동작구 등용로8길 5,37.5080291,126.9329806,37.5080854131193,126.933143709837,0.016,match,
영락고등학교,서울특별시 관악구 청룡16길 25,37.4765939,126.9448151,37.476541242971,126.945416499639,0.053,match,
서울영상고등학교,서울특별시 양천구 목동로11길 46,37.5231935,126.8623166,37.5233044400227,126.860293524636,0.179,match,
영신고등학교,서울 영등포구 대방천로14길 18,37.4980774,126.9102643,37.4981009442437,126.909739022671,0.046,match,
영신여자고등학교,서울특별시 노원구 중계로16나길 13,37.651583,127.0827853,37.6525485061054,127.08350874514,0.125,match,
영일고등학교,서울특별시 강서구 등촌로51가길 26,37.547873,126.8623835,37.5472872620345,126.86205890011,0.071,match,
영파여자고등학교,서울특별시 송파구 올림픽로 565,37.5144117,127.103849,37.5327371486645,127.119740221132,2.473,mismatch,
영훈고등학교,서울특별시 강북구 도봉로13가길 19,37.6147354,127.0291784,37.6146818749027,127.02809331872,0.096,match,
예일여자고등학교,서울특별시 은평구 연서로 117,37.6203916,126.9230081,37.6109458980893,126.914792838283,1.275,mismatch,
오금고등학교,서울특별시 송파구 중대로 247,37.4984314,127.1257382,37.5045321738186,127.128968951167,0.736,minor,
오류고등학교,서울특별시 구로구 오리로21길 2,37.4980034,126.8265215,37.5003550678039,126.827683012604,0.281,match,
오산고등학교,서울특별시 용산구 보광로7길 17,37.5252661,126.9983695,37.5235805097988,127.000887240982,0.291,match,
용문고등학교,서울특별시 성북구 고려대로17가길 46,37.5882833,127.0248067,37.5886903262008,127.024660795253,0.047,match,
용산고등학교,서울특별시 용산구 두텁바위로 60,37.5429452,126.9826562,37.5458673821179,126.980327669219,0.384,minor,
용화여자고등학교,서울특별시 노원구 동일로 1461,37.6795322,127.0549321,37.6591313767305,127.058280693098,2.288,mismatch,
우신고등학교,서울특별시 구로구 부일로 917,37.4932036,126.8315497,37.4949023087281,126.826353599765,0.496,minor,
은광여자고등학교,서울특별시 강남구 남부순환로359길 36,37.4862488,127.0362633,37.4883484513575,127.035021467585,0.258,match,
은평메디텍고등학교,서울특별시 은평구 진관2로 57-57,37.6355375,126.9291952,37.6353465248875,126.929704776155,0.05,match,
이화여자고등학교,서울특별시 중구 정동길,37.5665209,126.9710723,37.5665547140475,126.971037241447,0.005,match,
이화여자대학교사범대학부속이화금란고등학교,서울특별시 서대문구 성산로 560,37.56582,126.9462875,37.5663888550725,126.947355714248,0.113,match,
인창고등학교,서울특별시 서대문구 경기대로 65,37.5615351,126.9628225,37.564885131451,126.964023197643,0.387,minor,
인헌고등학교,서울특별시 관악구 인헌9길 74,37.4730816,126.96722,37.4723107319026,126.970485117895,0.301,minor,
자양고등학교,서울특별시 광진구 뚝섬로37길 28,37.5354211,127.0721321,37.536077967735,127.073339535384,0.129,match,
잠신고등학교,서울특별시 송파구 잠실로 24,37.5106424,127.1006326,37.5147012912615,127.08828295987,1.179,mismatch,
잠실고등학교,서울특별시 송파구 올림픽로33길 71,37.5163669,127.1088406,37.522930433109,127.106515037791,0.758,minor,
잠실여자고등학교,서울특별시 송파구 송파대로38길 8,37.5002047,127.1122849,37.5017941334924,127.114241325581,0.247,match,
장충고등학교,서울특별시 중구 동호로15길 93,37.5560574,127.0091221,37.5535149002283,127.006414953028,0.37,minor,
장훈고등학교,서울특별시 영등포구 영등포로64길 26,37.5130593,126.9159796,37.5133455931748,126.916228547854,0.039,match,
재현고등학교,서울특별시 노원구 덕릉로82길 64,37.6602729,127.0783619,37.6612906377296,127.080799772038,0.243,match,
정신여자고등학교,서울특별시 송파구 올림픽로4길 16,37.5088359,127.0723848,37.5094538398143,127.073847329188,0.146,match,
정의여자고등학교,서울특별시 도봉구 노해로49길 69,37.6522513,127.0308366,37.6533558400471,127.032427255133,0.186,match,
중경고등학교,서울특별시 용산구 이촌로84길 34,37.518066,126.9766674,37.5176803956953,126.975638256286,0.1,match,
중동고등학교,서울특별시 강남구 일원로 7,37.4930721,127.0807763,37.4937134106081,127.080660058176,0.072,match,
중산고등학교,서울특별시 강남구 일원로14길 22,37.4853336,127.0822124,37.4857429318866,127.0814284922,0.083,match,
중앙고등학교,서울특별시 종로구 창덕궁길 164,37.5848696,126.9868155,37.5837882231459,126.987472622092,0.133,match,
중앙대학교사범대학부속고등학교,서울특별시 강남구 선릉로 207,37.5136997,127.0426175,37.4918425685769,127.05169012944,2.559,mismatch,
중앙여자고등학교,서울특별시 서대문구 북아현로11가길 7,37.5631001,126.9542455,37.5631767195176,126.954059321222,0.018,match,
중화고등학교,서울특별시 중랑구 봉화산로27길 62,37.604736,127.0831384,37.6048146052263,127.083654104942,0.046,match,
진명여자고등학교,서울특별시 양천구 목동로 170,37.5102371,126.8719826,37.5240834137562,126.865465205432,1.643,mismatch,
진선여자고등학교,서울특별시 강남구 선릉로85길 27,37.5020022,127.0466862,37.5023028920315,127.048286565491,0.145,match,
창덕여자고등학교,서울특별시 송파구 양재대로 1240,37.4964265,127.1114091,37.5162747389886,127.140230435212,3.367,mismatch,
창동고등학교,서울특별시 도봉구 노해로62길 7,37.6490061,127.0386344,37.6510357712645,127.038819095625,0.226,match,
창문여자고등학교,서울특별시 강북구 월계로 61,37.6113118,127.0342458,37.6134009168268,127.035828005248,0.271,match,
청담고등학교,서울특별시 강남구 압구정로 419,37.5281029,127.0301358,37.5279473627751,127.043866627763,1.211,mismatch,
청량고등학교,서울특별시 동대문구 왕산로 303,37.5884548,127.0505553,37.5888860047887,127.051310950177,0.082,match,
청원고등학교,서울특별시 노원구 한글비석로 506,37.6661065,127.0694863,37.6652515464657,127.062532889006,0.619,minor,
청원여자고등학교,서울특별시 노원구 한글비석로 506,37.6661065,127.0694863,37.6652515464657,127.062532889006,0.619,minor,
충암고등학교,서울특별시 은평구 가좌로5길 5,37.5861857,126.92144,37.5846402882465,126.921809482886,0.175,match,
태릉고등학교,서울특별시 중랑구 신내로23길 36,37.6187332,127.0865649,37.6189925408244,127.085819844147,0.072,match,
풍문고등학교,서울특별시 강남구 자곡로 152,37.4714253,127.1007248,37.4713361652893,127.09996343408,0.068,match,
한가람고등학교,서울특별시 양천구 목동서로 15,37.5374007,126.8840505,37.5374620404618,126.88400754353,0.008,match,
한강미디어고등학교,서울특별시 영등포구 선유로55길 22,37.53842,126.8969639,37.5393010496265,126.897109034358,0.099,match,
한광고등학교,서울특별시 강서구 등촌로13길 110,37.5354806,126.8611224,37.5388437129063,126.857939342826,0.468,minor,
한국삼육고등학교,서울특별시 노원구 화랑로 815,37.642012,127.1056211,37.643357369067,127.108850343184,0.321,minor,
한서고등학교,서울특별시 강서구 양천로11길 47,37.5746575,126.8097145,37.5747927037293,126.808143937842,0.139,match,
한성고등학교,서울특별시 서대문구 북아현로1길 24,37.5587409,126.9540561,37.559096439531,126.954456481223,0.053,match,
한성여자고등학교,서울특별시 성북구 삼선교로16길 117,37.5858374,127.0109636,37.583064896247,127.011742675693,0.316,minor,
한양대학교사범대학부속고등학교,서울특별시 성동구 마조로 42,37.5613123,127.0424496,37.5619188387132,127.042324044658,0.068,match,
한영고등학교,서울특별시 강동구 동남로 832,37.5432983,127.1544955,37.5490844724681,127.156927612469,0.678,minor,
현대고등학교,서울특별시 강남구 압구정로 127,37.5226317,127.0192929,37.5254804993365,127.022377298509,0.418,minor,
혜성여자고등학교,서울특별시 노원구 노원로16길 2,37.6410127,127.0734975,37.6405502075269,127.073619657657,0.053,match,
혜원여자고등학교,서울특별시 중랑구 봉우재로58길 39,37.5936661,127.0950435,37.5932798745236,127.097042711299,0.181,match,
혜화여자고등학교,서울특별시 강북구 인수봉로 127,37.6333165,127.0132861,37.6313084157842,127.013212021303,0.223,match,
홍익대학교사범대학부속고등학교,서울특별시 성북구 성북로14가길 23,37.5945701,127.0020291,37.5936666161184,127.002804963597,0.122,match,
홍익대학교사범대학부속여자고등학교,서울특별시 마포구 성미산로 51,37.5617413,126.9187313,37.559665162458,126.912928685692,0.561,minor,
화곡고등학교,서울특별시 강서구 강서로45길 69,37.5480495,126.8317245,37.547936112544,126.831535677751,0.021,match,
환일고등학교,서울특별시 중구 환일길 47,37.554686,126.9608795,37.5537559309443,126.962588449936,0.183,match,
휘경여자고등학교,서울특별시 동대문구 한천로 247,37.5829497,127.0674368,37.5819005156881,127.067434080061,0.117,match,
휘문고등학교,서울특별시 강남구 역삼로 541,37.5052385,127.0619983,37.5052894535671,127.061993880621,0.006,match,
서울과학고등학교,서울특별시 종로구 혜화로 63,37.5895885,126.9990155,37.5915480465968,126.998436321282,0.224,match,
한성과학고등학교,서울특별시 서대문구 통일로 279-79,37.5691583,126.9626659,37.57543616578,126.952370943937,1.145,mismatch,
대원외국어고등학교,서울특별시 광진구 용마산로22길 26,37.5638447,127.0894276,37.5624502219725,127.089376716312,0.155,match,
대일외국어고등학교,서울특별시 성북구 서경로 116,37.6134593,127.0127381,37.6133045933527,127.014175970968,0.128,match,
명덕외국어고등학교,서울특별시 강서구 강서로47길 34-10,37.5538932,126.8354905,37.5538694849081,126.8339773378,0.133,match,
서울외국어고등학교,서울특별시 도봉구 덕릉로66길 22,37.6445044,127.0518653,37.6457807932104,127.0515086969,0.145,match,
이화여자외국어고등학교,서울특별시 중구 통일로4길 30,37.565063,126.9684671,37.5655773233848,126.969641663889,0.118,match,
한영외국어고등학교,서울특별시 강동구 동남로 832,37.5432983,127.1544955,37.5490844724681,127.156927612469,0.678,minor,
서울로봇고등학교,서울특별시 강남구 광평로20길 63,37.4816561,127.0861452,37.480741415643,127.084154946756,0.203,match,
서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,37.5761622,126.8150312,37.5760316539822,126.816181097939,0.102,match,
경기기계공업고등학교,서울특별시 노원구 공릉로 264,37.6357269,127.0706279,37.6322400488783,127.074928451599,0.542,minor,
광운인공지능고등학교,서울특별시 노원구 광운로1길 24,37.619148,127.0567082,37.6192431974844,127.056540751938,0.018,match,
단국대학교부속소프트웨어고등학교,서울특별시 강남구 도곡로64길 21,37.4955653,127.0576741,37.4956174948977,127.057768228297,0.01,match,
덕일전자공업고등학교,서울특별시 구로구 서해안로21길 5-12,37.4909256,126.8383336,37.4905365201163,126.837134461147,0.114,match,
서울디자인고등학교,서울특별시 마포구 백범로 139,37.545294,126.9476954,37.5466750773343,126.948479002412,0.168,match,
동양고등학교,서울특별시 강서구 허준로 50,37.568873,126.8475466,37.5690302418497,126.846888761424,0.061,match,
상일미디어고등학교,서울특별시 강동구 천호대로219길 61,37.5481846,127.1708191,37.5485874781342,127.170823536325,0.045,match,
미래산업과학고등학교,서울특별시 노원구 덕릉로82길 54,37.6587476,127.0777316,37.658779482984,127.07844069313,0.063,match,
서울공업고등학교,서울특별시 동작구 대방동1길 46,37.5015181,126.9225649,37.5019012578828,126.922363030415,0.046,match,
서울디지텍고등학교,서울특별시 용산구 회나무로12길 27,37.5388252,126.9900728,37.5390082541439,126.990586044119,0.05,match,
서울도시과학기술고등학교,서울특별시 성북구 종암로 196,37.5977865,127.0359446,37.6078074870515,127.033045536038,1.143,mismatch,
성동공업고등학교,서울특별시 중구 다산로 290,37.5504833,127.0075977,37.5693631529572,127.017281730243,2.266,mismatch,
성수공업고등학교,서울특별시 성동구 뚝섬로 365,37.5388188,127.0564187,37.5405694282104,127.050960207026,0.519,minor,
서울인공지능고등학교,서울특별시 송파구 양산로 21,37.4916447,127.1434822,37.4916482412209,127.142085431868,0.123,match,
수도전기공업고등학교,서울특별시 강남구 개포로 410,37.4950054,127.0837583,37.4849375350333,127.064478665219,2.036,mismatch,
신진과학기술고등학교,서울특별시 은평구 은평로6길 16,37.5993187,126.9195827,37.59871384669,126.918836393178,0.094,match,
영등포공업고등학교,서울특별시 강서구 허준로5길 15,37.5693158,126.8502752,37.5698356164942,126.850028274704,0.062,match,
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.5244642,126.967314,37.5243416742733,126.967358069696,0.014,match,
유한공업고등학교,서울특별시 구로구 경인로 8,37.487907,126.8230171,37.4879765968891,126.823290699072,0.025,match,
서울아이티고등학교,서울특별시 노원구 섬밭로 299,37.6443269,127.0630994,37.6424184430399,127.06244927375,0.22,match,
인덕과학기술고등학교,서울특별시 노원구 초안산로 12,37.6313043,127.0543265,37.6302514486494,127.054448642206,0.118,match,
한양공업고등학교,서울특별시 중구 을지로 299,37.5662506,126.9987609,37.5658716036039,127.011443307588,1.119,mismatch,
서울반도체고등학교,서울특별시 동대문구 겸재로 21,37.5851895,127.0698752,37.5851530128648,127.069450940954,0.038,match,
경기상업고등학교,서울특별시 종로구 자하문로 136,37.5885597,126.9697676,37.5892585316989,126.970057092906,0.082,match,
